gene	lowMean	highMean	logFC	pValue	fdr
KIF4A	8.59557398373984	21.6077949553001	1.32988596834281	1.3469280115462e-31	5.85543279819422e-28
SCGB3A1	2514.72125846883	966.873548659004	-1.3789993688414	1.75462376886794e-08	1.2744842404697e-07
NPTX2	5.81903550135501	13.5942404214559	1.22414359002375	0.000174896504504023	0.000523906169994911
HAPLN1	0.74362201897019	2.28574303959132	1.62002183184612	0.000172993429992894	0.000518652198990764
CEP55	15.8864172086721	33.2421111749681	1.06521821228506	3.18684252727087e-25	8.39636434950199e-23
MDFI	21.6997390243902	47.5688489144317	1.1323394229902	7.06280091469599e-21	6.02034534831611e-19
PRAME	15.054604200542	32.6750407407407	1.11798425606502	0.0240440680724901	0.0401056079755445
MT1A	7.32715914634146	25.862517752235	1.81953687380865	0.0193413954799943	0.0332441977631344
MYEOV	10.4583625338753	27.8289254789272	1.41192821842926	2.68123064471543e-09	2.27322865338648e-08
ANXA10	11.011862804878	26.8500056194125	1.28586384931077	8.40900010181204e-05	0.000273367176613217
KRT75	0.63434864498645	3.09347471264368	2.28588035630179	0.000668610386562586	0.00173996797544699
LINC02577	1.46412811653117	4.42363844189017	1.59519167410927	2.46482227680208e-16	9.41995485083766e-15
CLSPN	2.63295027100271	5.55643084291188	1.07747819631473	1.98584079305685e-24	3.87997590454669e-22
CA4	4.72250846883469	1.83796143039591	-1.36144689178669	3.9656654643571e-05	0.000139621293297642
F11	1.68179437669377	0.631604342273308	-1.41290833150856	4.59718585191919e-08	3.05466048066575e-07
SPRR3	4.31910501355014	9.96553109833972	1.20621429915788	0.000608290134253262	0.00160071990685986
CHRDL2	11.1600752710027	3.28160932311622	-1.76587135692534	2.08415159133905e-06	9.89389875392325e-06
SLPI	3299.3303053523	1208.25659042146	-1.44924635349162	0.00155239543492793	0.00364496411260623
KREMEN2	1.20839857723577	2.41932905491699	1.00151061423637	6.21980954937028e-15	1.72498035492823e-13
DMBT1	102.500111720867	48.4830788633461	-1.08007225865212	3.63657412017682e-05	0.000129264896516261
AL032819.2	3.36486531165312	1.49972745849298	-1.16584841061667	1.99885533822056e-05	7.52731458003491e-05
ERCC6L	2.44679803523035	5.08328869731801	1.0548671459794	1.21491537713691e-24	2.70796196254123e-22
C9orf135	12.6439848238482	2.91057656449553	-2.11907433456503	6.89288439663908e-09	5.42109302456612e-08
CPB2	4.84904681571816	2.02525491698595	-1.25959767234481	2.74372555222633e-06	1.26755163729181e-05
TINAG	0.856856300813008	3.12736845466156	1.86782401972728	1.48673157666129e-05	5.76042232320926e-05
AC120498.2	4.23593800813008	1.94994667943806	-1.11924680145315	1.10324264321762e-07	6.74790232955019e-07
KLK12	58.2256403116531	25.3683431673052	-1.19862530137156	1.39680045251169e-08	1.03666082239547e-07
AL353586.1	8.40342398373984	0.474708620689655	-4.14586312085434	0.000144681875672906	0.000442623704446897
NGEF	4.96423760162602	11.2245222860792	1.17700997193824	2.60175255236576e-13	5.13528662123589e-12
SNRPGP4	2.40561930894309	1.15617522349936	-1.0570482917453	0.000275218539794283	0.000786875236514763
KNL1	2.35701504065041	4.92365038314176	1.06276735828688	8.99751900591985e-26	2.84468832716255e-23
ZDHHC11B	8.83713692411924	4.04209246487867	-1.12847671320652	2.82191708657575e-13	5.5073306642498e-12
FLNC	5.31372527100271	16.4031926564496	1.62618109799107	1.27265009087969e-10	1.42867091222124e-09
HOXA10	1.27197547425474	2.98224003831418	1.22932553036525	7.41437255299903e-07	3.85321351835326e-06
CIDEC	0.460889634146341	2.21432835249042	2.26437594299954	2.65569650665176e-05	9.71390545943783e-05
APCDD1L	0.893211517615176	2.93951334610473	1.71850356871252	2.45404457274157e-14	6.01033536273284e-13
AC018629.1	1.41114552845528	5.12860823754789	1.86170059370893	2.41950015731805e-10	2.55295438322837e-09
SYBU	21.5019139566396	8.33281053639847	-1.36759000165707	8.22774319078829e-10	7.77989267779323e-09
LINC02568	2.27299315718157	0.849067752234994	-1.42064175612666	1.95459676966527e-08	1.40855711677204e-07
SLC16A11	5.58975677506775	2.46666021711367	-1.18022651117653	6.42674344567299e-12	9.55167878434253e-11
SERPINB3	6.76285318428184	16.0145807790549	1.24368209297782	0.000250919876029536	0.000725394135374497
AL162511.1	6.6458891598916	2.58659227330779	-1.36140957324468	4.16729480573911e-16	1.49412555416489e-14
PLPP4	1.35378597560976	3.23506590038314	1.25679542451856	4.78411652458223e-15	1.37505788836298e-13
FHOD3	1.7852039295393	5.0330027458493	1.49533049759991	7.99615284849938e-12	1.16258446390097e-10
KRT17	52.5023431571816	231.759048148148	2.14217194828347	2.33881689693148e-08	1.654584500437e-07
AC012213.4	1.14876307588076	2.46536283524904	1.10171870503214	1.35580016488257e-05	5.29797956565011e-05
SERPINB4	1.90914891598916	6.27545178799489	1.71678968746931	1.81662714988104e-05	6.91535234441362e-05
S100A12	2.56482838753388	6.88895721583653	1.42542331969067	0.000566705514746393	0.00150134125585337
ATP13A4-AS1	7.4094885501355	3.63475363984674	-1.02751637905425	4.30754887820695e-06	1.89438460908297e-05
IL20RB	4.31203726287263	20.060319348659	2.21790302256108	1.81674796546947e-09	1.60688862520593e-08
LRRK2	36.1291080623306	17.2037362068966	-1.0704397236309	1.66724268673546e-07	9.85441301143539e-07
AKAP12	10.7688747289973	39.6480750319285	1.88038331645726	1.28069600500393e-07	7.74071005596571e-07
C11orf86	4.93109756097561	11.224427458493	1.18666115537039	5.62284696506203e-09	4.49957137024683e-08
GRAMD1B	1.94222052845528	5.3218537037037	1.45422183147276	0.00647847102037253	0.0127769281284571
CALCA	517.033427168022	179.080187675607	-1.52965182116426	2.80479720967335e-05	0.00010203461392558
ELOVL3	1.5528397696477	3.62038729246488	1.22123506609962	0.0140988591685481	0.0252202989811761
IL1A	1.52671571815718	5.67212918263091	1.89345893994725	6.48125669450888e-06	2.74148802385831e-05
RIC3	1.95274010840108	0.969054533844189	-1.01085019152235	3.45286936244709e-10	3.51741534864876e-09
MUC6	35.2034755420054	16.4283221583653	-1.0995327253286	0.0237058284879723	0.0396442250026303
LAMB3	195.246016192412	400.155598212005	1.03526798093808	2.18230925236214e-18	1.22809629738917e-16
CDCP1	25.9200080623306	56.9239035759898	1.13496843159036	1.09435849037051e-23	1.71439637739214e-21
ADH7	5.24656639566396	1.87396002554278	-1.48528338445004	0.000316707249972915	0.000894174763724471
PDX1	1.08716653116531	2.62573748403576	1.27214973769903	0.0218135670607101	0.0368661791834666
FDCSP	40.5951445799458	18.5956159003831	-1.12634465099077	4.79195634030891e-05	0.000165430472109652
AC027288.2	5.2915237804878	2.53143461047254	-1.06372801126059	2.7530784135128e-07	1.55989835557426e-06
GPR37	2.9218391598916	7.36712956577267	1.33422585204881	7.36410505433522e-10	7.05146761994551e-09
RHCG	1.20110135501355	6.0873819284802	2.34146398670455	0.00292861110587631	0.00637845923347735
LHFPL3-AS2	12.8261169376694	4.24848039591315	-1.59406565274153	5.60497781823768e-16	1.93767314674622e-14
ANXA8L1	1.07198861788618	2.24722043422733	1.06785206053158	3.11467277345684e-06	1.41894275236157e-05
GDF10	5.9795641598916	2.58428582375479	-1.21027469080389	2.31096983859485e-07	1.32800576745955e-06
BEND6	0.987018766937669	2.29540791826309	1.21760113747732	7.43684548233886e-19	4.52165405917449e-17
LINC01842	1.3559539295393	3.26914329501916	1.26960445385821	1.82193818899765e-06	8.75668412616919e-06
ABCA8	3.82831246612466	1.73020229885057	-1.1457678564922	2.63686738427845e-09	2.2410795183391e-08
FAM133A	2.55126504065041	7.43918256704981	1.54393132118814	0.00183340053272923	0.00422656792570974
SLC2A1	44.9695500677507	142.549921328225	1.66444688842205	3.1851684524097e-38	2.76934471094761e-34
ITGA5	31.0540111111111	66.5261833333333	1.09914264028395	5.34224690466334e-20	3.91967643144265e-18
SCARNA5	81.8123772357724	31.3930696679438	-1.38187301721031	0.0291211983462457	0.0474057777609873
SFRP5	3.6458054200542	1.49423825031928	-1.28682736705894	0.00296263887154707	0.00644047097603851
DCBLD2	22.3557553523035	58.3119546615581	1.38314539159005	1.38363117835336e-09	1.2505178045939e-08
DNAAF1	3.9668939701897	1.56729840357599	-1.33972995081868	0.000350578115178345	0.000978366689911128
AL445253.1	2.61486700542005	1.25079763729246	-1.06388917233595	1.03560202181364e-11	1.47365659225183e-10
SCUBE2	11.1426299457995	5.53423505747126	-1.00963395937128	4.31174312150439e-12	6.70634178352771e-11
CLDN2	81.1325824525745	26.2667108556833	-1.62704585412254	3.62231038456639e-09	3.00947707965719e-08
FCER2	2.19835914634146	1.08051717752235	-1.02470509127344	1.84725883521624e-05	7.02139471067199e-05
ACE2	1.380977100271	0.685818454661558	-1.00979076530996	0.000207258477404784	0.000609302818928569
KLF15	13.9581559620596	5.75045817369093	-1.27935954304606	4.58450421319023e-21	4.10927545170953e-19
ARNTL2	7.58022859078591	25.6024521711367	1.75596873604044	7.35713249422708e-29	7.99582355888217e-26
ARHGEF2-AS1	3.49314390243902	1.66708671775224	-1.06719692503535	4.83210233498526e-06	2.10410576260243e-05
FAM83A-AS1	3.33307967479675	8.98645491698595	1.43089629215233	3.29604826657683e-12	5.24862484500957e-11
GTF2IP7	0.558792750677507	1.59022381864623	1.50884462463848	1.10551624051153e-19	7.69054730530298e-18
IGFL1	0.583735162601626	4.13552681992337	2.82468524440303	0.020318729506502	0.0346897458668904
LINC01843	2.15324037940379	5.15510734355045	1.25949308342121	2.50646400436405e-08	1.76243035066261e-07
LOXL2	16.3746245257453	45.156651596424	1.4634766873605	4.23956135585655e-25	1.05316760595699e-22
IGLV1-36	144.526095867209	60.9564750319285	-1.24547862888158	0.00604605783333425	0.0120415645016435
ZIC2	1.30918021680217	2.8758530651341	1.13532625968988	2.61586726056532e-11	3.39849222965936e-10
HMGA1	238.975523509485	561.868661685824	1.23337007478075	4.02499702294182e-24	7.29069512832659e-22
UCA1	0.955819444444444	3.7844030651341	1.98525573181647	0.000256229069647602	0.000738532619277665
CELF3	2.47371361788618	1.23566551724138	-1.0013902165777	1.03810096182008e-05	4.17038812771227e-05
BIRC5	23.7487784552846	49.7380194763729	1.06649575313208	2.5155250762885e-23	3.64520546263173e-21
NEK2	11.5691831300813	23.4226740740741	1.0176187889311	1.13430565431378e-21	1.10192407948952e-19
AL049836.1	1.67080182926829	3.43079393358876	1.03800184665643	0.000200831367844065	0.000592209030937841
TGFBI	76.5385260840108	209.084529118774	1.44982829177192	3.00714508369432e-16	1.12454292172818e-14
RAD51	4.94764058265583	10.4544793103448	1.0793086038748	1.96791597165541e-29	2.63231467931661e-26
AUNIP	2.54414078590786	5.47115351213282	1.10466652839281	2.969187426276e-22	3.33104517132344e-20
CHST4	1.99281131436314	4.00049808429119	1.00537451700648	8.41854310069587e-06	3.46336271281426e-05
WIF1	103.872372696477	23.003595146871	-2.17488072916414	4.15304037780743e-13	7.86679946946551e-12
AC023421.1	23.7667686314363	2.68999782886335	-3.14326885197198	1.89047297984071e-16	7.32147764954345e-15
PTPRH	8.19650365853659	17.9165423371647	1.12821169975044	1.70804188294056e-17	7.89891133072436e-16
LINC01116	2.00194986449864	5.09881666666667	1.34875662054564	5.7040959977276e-10	5.59438947007813e-09
LINC02866	15.794287804878	6.13523512132822	-1.36421234599932	4.80933906249983e-05	0.000165898823562407
FOLR1	457.31842296748	220.669491890166	-1.05131185175159	4.17810770459017e-10	4.1996020159028e-09
SYT13	6.62006409214092	15.2061685185185	1.19973959491364	0.00140272453536143	0.00333679575176469
LINC00973	1.05939579945799	10.0988272669221	3.25287417024146	2.3211426791819e-10	2.4692301434462e-09
CASC15	0.677914701897019	1.40282688378033	1.0491613198975	0.00393197830108464	0.00825962438723856
CRYBG2	2.10494993224932	6.07750874840358	1.52969414681577	4.21106532680788e-17	1.8080546905645e-15
LINC00540	0.616210027100271	1.48904259259259	1.27289095785624	0.00145121238482863	0.00343756057209986
CDCA5	13.2037376693767	28.4825275862069	1.10913079848126	1.86885428081098e-26	7.38579706568685e-24
SCGB1A1	404.458981910569	128.265009897829	-1.65686573602183	0.000407394351865525	0.00111632215326026
PPP1R3G	1.43033949864499	2.95498850574713	1.04679489970121	4.30544208562632e-18	2.24826824104973e-16
MMP3	2.27900779132791	5.70025102171137	1.32261959577	3.55853984649038e-06	1.59359900568172e-05
SERPIND1	34.530875203252	13.1179243933589	-1.3963474354665	0.0189525559869494	0.0326885534672747
C16orf89	573.767962195122	216.600281736909	-1.40543229428625	1.39619043361171e-20	1.10860070548283e-18
AC022497.1	2.65168936314363	1.31129137931034	-1.01592347885299	3.50508888054405e-16	1.29405500092952e-14
RNU6-759P	1.48336063685637	0.697357024265645	-1.08890002701965	0.0139806822616115	0.0250474020036227
C6	3.60736653116531	1.65932701149425	-1.12034778436664	5.59948302278035e-05	0.000190026171512739
NEIL3	3.81206646341463	7.74202132822478	1.02213700919726	4.51528747639586e-17	1.92442628503213e-15
UHRF1	6.84446598915989	14.715374201788	1.10431433874345	8.09338761216242e-29	8.27858336399367e-26
FAM216B	9.03786673441734	4.18850561941252	-1.10954667519419	0.00391262857673661	0.00822492028571085
RSPO2	1.70179762872629	0.760055363984674	-1.16288307109092	7.83165481948922e-11	9.19553771009996e-10
NT5E	38.4393215447154	79.9708719029374	1.05689174461154	1.06733496471489e-10	1.21624427925473e-09
CYCSP6	2.04555406504065	4.92472796934866	1.26755236671449	8.45282705144419e-06	3.47567296281776e-05
MMP10	8.47451666666667	25.201987100894	1.57233449695327	0.00143984254861809	0.00341481825888255
ANXA8	1.09730447154472	2.93080696040868	1.41733405793491	9.74899784385397e-08	6.01849114417144e-07
SPRR2F	0.829123780487805	5.11828282247765	2.62600046511263	0.00305504721396808	0.00661736621869593
NCAPH	5.12233157181572	11.2327462324393	1.13283813980197	1.10486963388223e-25	3.3706277304523e-23
CYP24A1	49.7790033197832	121.730853512133	1.2900856253267	3.25870504008895e-06	1.4756672380757e-05
AL391427.1	8.71172594850949	4.21507343550447	-1.0474008046079	0.00401766485289353	0.00841116953129853
CDHR3	7.38796883468835	2.97588039591315	-1.31186123646411	1.88244267628912e-08	1.36107360625665e-07
LRRC66	0.680438143631436	1.89824278416347	1.4801286018335	0.000129828821797626	0.000401492687575835
FBN2	0.807891802168022	3.58480849297573	2.14966205313249	5.72436559156368e-05	0.000193924457745997
LINC02323	0.686110569105691	2.0550162835249	1.58263682999752	2.88377608064496e-10	2.98310423952024e-09
CDA	32.2647203929539	105.924853320562	1.71501170272133	5.24374530480015e-16	1.83467780895714e-14
S100A7	4.40440176151762	43.3063994891443	3.29756225113097	4.54698128177875e-08	3.02245632679093e-07
CLCNKA	1.68411666666667	0.596436590038314	-1.4975514125909	3.09906583040655e-08	2.1275031869301e-07
FOXE1	1.63499715447154	6.22070740740741	1.9277905254348	5.52410195904287e-07	2.94477648576936e-06
AL136452.1	3.39305982384824	1.41510817369093	-1.26167452701545	1.49765708697044e-08	1.10631941738866e-07
KRT20	1.90026063685637	65.4952846743295	5.10712182862512	0.0148598929744525	0.0263699029424181
GJB2	26.9100922086721	76.6032337164751	1.50925796068212	7.35274707689617e-21	6.20664654952172e-19
EPS8L3	4.0779783197832	9.41437975734355	1.20701194423546	0.00218644473388887	0.00493767369838877
RRM2	12.0679858401084	29.9160712005109	1.30973581347256	1.92897924576201e-34	1.11810067015185e-30
LINC01765	2.84550962059621	1.24763595146871	-1.18949002654312	0.00255966335169116	0.00567367571989262
PLA2G1B	37.4004363143631	11.2676074074074	-1.73087389825156	4.10805860407899e-15	1.1985743467505e-13
SELENBP1	277.611355623306	122.31703614304	-1.18244122782863	2.41672579390504e-18	1.35126832251494e-16
AL138760.1	1.41086212737127	3.42993199233716	1.28160295994658	0.00240233170110727	0.0053618464831927
ASPH	47.1581222222222	97.4581477011494	1.04727652965218	1.73965116067433e-15	5.51016284753478e-14
AF127577.3	0.784498441734417	2.1163837164751	1.43175873610452	0.00386377029702294	0.00813304705180147
DNAH12	1.45474037940379	0.580157407407407	-1.32624541694067	0.000326592721401484	0.000918802917400163
TMEM163	25.6611980352304	12.3167358876117	-1.05896855486707	1.48280035358165e-14	3.84268485073492e-13
Z99496.1	4.40681063685637	0.256841634738186	-4.1007839131463	0.00167200165080533	0.00389842272805764
ERVMER34-1	2.7351683604336	6.56189750957854	1.26248342120826	7.40341531455752e-05	0.000243822135090462
PLEK2	26.4730560298103	55.9310457854406	1.07912455766111	1.04572511501689e-19	7.45250574796258e-18
SLC10A2	3.50819410569106	1.16343569604087	-1.59233709908661	5.06626810224286e-05	0.000173967883155413
DSG3	1.08348570460705	3.29681104725415	1.60539108425769	2.45759817885628e-05	9.06366378200039e-05
KRT6B	4.44966077235772	9.90810523627075	1.15491383796134	2.17826386868275e-09	1.89105493821889e-08
ITLN1	158.718439295393	1.68505083014049	-6.55753382296557	2.41569260630954e-09	2.07952865005528e-08
SCNN1G	20.4730091463415	9.41715881226054	-1.12035940215011	3.11598067365074e-13	6.04729776050365e-12
GNG4	5.06599735772358	10.1338648148148	1.00026625893536	1.93060207996646e-06	9.22543753192657e-06
TMEM158	4.52271639566396	10.9752888888889	1.27899747716514	6.96455721516896e-16	2.37930619674996e-14
SHOX2	1.19649959349594	2.57536513409962	1.10595708471643	8.38668445565862e-11	9.7679876757835e-10
HSD17B6	49.8773103658537	22.7307796934866	-1.13373649872447	1.96377043566253e-07	1.14360362041982e-06
NDC80	7.47566998644986	16.5635012771392	1.14773288147947	1.95211651059663e-25	5.47505709722013e-23
NELL1	8.78906124661247	3.92727688378033	-1.1621797648219	1.00949360030083e-07	6.21823741255088e-07
CENPA	7.51039491869919	15.5171630268199	1.04690414046044	1.43448208200018e-24	3.04197669803672e-22
KCNE4	25.7078462059621	12.1879866538953	-1.07674892141066	0.000940139503973849	0.00235359715441999
KIF11	11.5211069783198	23.7260184546616	1.04219067581026	8.42105249369603e-27	4.1707668242559e-24
AC245041.2	1.50305630081301	3.46563882503193	1.20522226035132	6.04208108115023e-07	3.19501116096847e-06
AL513548.4	3.0107147696477	1.39991685823755	-1.1047648885573	3.86804795219324e-05	0.000136625082943357
CD109	6.68095426829268	20.9777227969349	1.65073198834619	2.4704480599598e-24	4.61920659297215e-22
PLA2G2A	50.3147663279133	9.61799150702427	-2.38717430550415	0.000589405348487195	0.00155691472046845
TCN1	32.1788428861789	96.5490166666667	1.58514911632094	1.3951544354785e-07	8.36275094055003e-07
PITX1	9.53955189701897	21.3638187100894	1.16317614194042	5.3115159372917e-14	1.22495955747434e-12
AC068587.2	4.87687317073171	2.18537611749681	-1.15807485541834	6.43132243415798e-06	2.72169057696698e-05
KIF18B	6.28545514905149	13.6321896551724	1.1169281885225	2.84208677503026e-24	5.25755818414906e-22
AC236972.3	2.80399139566396	1.00905478927203	-1.47447741082114	7.58240805924227e-11	8.93355921627424e-10
RXRG	2.41660277777778	1.16683748403576	-1.0503767157818	5.96612211814024e-11	7.23969975661833e-10
KRT6A	45.1916504742547	179.972993103448	1.99365227807626	7.28076849614857e-13	1.30925835966419e-11
AL355796.1	9.0180852303523	4.36907796934866	-1.04549229307352	4.18923022738936e-05	0.000146690544551095
CDH26	8.76437933604336	3.24379961685824	-1.43396722680802	1.80919064003438e-17	8.21410340458429e-16
CPA6	2.18961341463415	0.919008301404853	-1.25252637993777	0.00229199760018099	0.00514198764927716
TENM1	3.74493753387534	1.58915178799489	-1.23668472408159	1.9509736151684e-07	1.13691287513952e-06
GATA6-AS1	1.5562756097561	0.687561813537676	-1.17853625168988	2.91734975484082e-06	1.33679487330577e-05
TWIST1	2.97017567750677	6.66190038314176	1.16538551634928	2.8232961000329e-10	2.92576256754899e-09
C1QL2	8.73821077235772	1.63930491698595	-2.41425367892062	1.40815026486337e-08	1.04463843667701e-07
IQGAP3	10.6009440379404	22.1814045338442	1.06515797456562	5.12185894897248e-26	1.74635304438593e-23
LHFPL3	2.64018177506775	1.04972713920817	-1.33062289203554	2.6187782522942e-18	1.45488610316753e-16
CENPI	2.85892303523035	5.86978550446999	1.03783600303839	5.07353899221866e-23	6.94675350674727e-21
CCDC60	1.76322906504065	0.734653001277139	-1.26308502292758	1.38498528986269e-07	8.31325826904464e-07
TRIP13	14.9813404471545	30.4573245210728	1.02362250205166	2.8568126580137e-20	2.1884191766608e-18
GGT6	20.5137648373984	9.70963282247765	-1.07910364502713	1.93280438792562e-15	6.06670315914054e-14
SCARNA21	30.3242572493225	12.4106826309068	-1.28888983804324	0.00491203054113933	0.0100323348696114
LINC01559	0.971833604336043	3.60087439335888	1.88956605159491	4.50207791845432e-05	0.000156354369730382
KIF20A	11.7365305555556	23.8708619412516	1.02424466560114	1.27186806802345e-26	5.67090098329738e-24
CD70	1.76102716802168	3.59224061302682	1.028466820603	0.000993409157008946	0.00246706538577957
B3GALT2	3.99136185636856	1.81801762452107	-1.13451489372322	1.99268990269897e-14	5.03646580203959e-13
HOPX	220.939640379404	100.733899233716	-1.13310302173136	1.60665832910606e-08	1.17832904617568e-07
PLCD3	5.92148014905149	12.9247731162197	1.12610920947063	1.20829781746203e-17	5.75646321858829e-16
CIP2A	4.6109722899729	9.96348965517241	1.11158013069728	1.83093542352221e-24	3.65955587122158e-22
PLA2G4F	12.2211609756098	4.88335440613027	-1.32343695410086	3.30847413814928e-16	1.22667498482469e-14
REG4	8.24428800813008	104.178968326948	3.6595253399475	0.0029535772324073	0.00642157470546768
CXCL11	11.2340618563686	22.6231139208174	1.00991786861179	7.84362154983094e-06	3.25364349069681e-05
TMEM229A	3.42085250677507	1.10062362707535	-1.63603469788255	1.10527724623738e-08	8.32380512551832e-08
CFAP100	2.05607588075881	0.918464303959132	-1.16259795175906	0.000984568696187959	0.00244825755155333
PRSS3	1.68419512195122	10.0942781609195	2.58340655140147	4.19106165104211e-09	3.44253051724002e-08
SLCO4A1-AS1	0.799436991869919	2.57931353767561	1.68993091935835	1.98552195947474e-09	1.74111151554747e-08
SBK3	0.559949322493225	1.4679972541507	1.39048110076442	2.48346408079885e-09	2.12733777837494e-08
FAM181A	1.80378136856369	0.628582950191571	-1.5208494382118	6.28626069389557e-14	1.43265776154849e-12
AL359704.2	22.6736825203252	4.31457956577267	-2.39372683584021	2.17980124693524e-09	1.89144530354076e-08
ELF5	12.4008354336043	4.28258339719029	-1.5338840708895	7.41616073804792e-19	4.52165405917449e-17
HLA-G	12.6688059620596	31.8803675606641	1.33138770625486	0.000784524716821813	0.00200619122070802
C20orf85	48.5962327913279	21.2168443805875	-1.19563438201321	0.0188646515544712	0.0325498537289839
C1orf127	1.86223739837398	0.901994572158365	-1.04584634259659	1.01605255188671e-14	2.71399966586144e-13
TEPP	3.27810101626016	1.47920108556833	-1.14804212383215	1.56181420637346e-08	1.14834618328237e-07
MT2A	311.610135094851	637.613989399745	1.03294112503744	1.30869052665548e-10	1.46346106546702e-09
BUB1	8.92482906504065	18.3451945721584	1.03950576317775	2.85878718725234e-23	4.07470904910909e-21
DCDC2B	1.96006334688347	0.919860472541507	-1.09141333110398	0.00215735112640839	0.00488084552915892
RASGRF1	8.20077825203252	3.10211283524904	-1.40250966421489	2.72576647791205e-05	9.95345512062424e-05
IGF2BP1	0.832526422764228	6.47296111111111	2.95885786998642	4.52686440487832e-08	3.01023499565694e-07
STC2	6.61092350948509	15.5539888250319	1.2343608799252	1.13566582751804e-10	1.28568440159044e-09
CDC45	7.49248814363144	17.390903256705	1.21481606506332	7.51543543753316e-26	2.420109385616e-23
PRR20G	0.455579945799458	2.99072592592593	2.71471955855763	3.67592730569063e-08	2.4930070171082e-07
AC005722.2	1.94406016260163	0.858547701149425	-1.17910266844339	3.34314198430132e-06	1.50997132376664e-05
S100A9	1247.60194383469	2584.47240574713	1.05071209317279	8.95832814600242e-06	3.6636022608381e-05
WNT7A	1.09317581300813	4.98696475095785	2.18963656066094	7.51593051013693e-07	3.90016459685978e-06
ARHGAP11A	4.34744390243902	10.0583222222222	1.21015035971692	2.79450362540141e-29	3.47097311015037e-26
ADGRV1	3.26824674796748	1.59628735632184	-1.03379652673613	1.65343981165201e-14	4.25320486461787e-13
MELTF	5.26360291327913	15.590529054917	1.56654732459092	2.33038647533499e-17	1.03639617441433e-15
GSTA1	97.9367197831978	37.7150491698595	-1.37670956954726	1.45725365548703e-10	1.61200530193482e-09
ADHFE1	1.98059559620596	0.913491379310345	-1.11647131740568	4.33320139343446e-15	1.25374440982416e-13
ARL14	3.58171612466125	14.3673089399745	2.00406696040246	2.13897484628403e-14	5.31784889608284e-13
VGF	3.79024058265583	11.9134173052363	1.65222597215944	3.8832097569844e-09	3.20479992710972e-08
CDCA2	3.80795230352304	7.68495925925926	1.01302220339606	2.2177852423786e-22	2.55235106138201e-20
PGC	4628.02952547426	570.022055555556	-3.02130842155693	5.13531800835002e-23	6.97640975368738e-21
TOP2A	44.1677087398374	92.3751409961686	1.06451266876294	5.74370058039829e-25	1.37685107893677e-22
TFAP2A	3.3619506097561	8.04292081736909	1.25842098659439	1.7206856694653e-22	2.07784743793973e-20
TMEM59L	44.824035704607	21.4331639846743	-1.0644277090691	5.175199843927e-09	4.18371095946624e-08
RAD54L	2.58030968834688	5.22568601532567	1.01807621505234	9.79538750768971e-22	9.90302287041956e-20
AC092071.1	13.0914531842818	3.09447164750958	-2.08086024024775	1.67319891890698e-20	1.316527420854e-18
ELANE	2.45798482384824	1.2255945083014	-1.00399427031641	0.000198370998051189	0.000585649114620055
SOX15	3.35499945799458	8.28780810983397	1.30467806689405	3.75343850376658e-05	0.00013292982106313
TMEM171	2.33926158536585	6.50949980842912	1.47649349210234	3.78100914630163e-14	8.92102687178277e-13
PEBP4	90.7932874661247	26.1771069604087	-1.79427997762859	2.30175836234148e-10	2.45403287325297e-09
MARCHF4	0.364544241192412	1.96197739463602	2.42814260314847	0.00875299045712689	0.0166436031775811
TNNT1	20.080233604336	54.0546168582375	1.42864179218497	5.3580563050527e-13	9.9541924239916e-12
FJX1	4.26761700542005	9.30533652618135	1.12462761786947	2.36094077512761e-17	1.04730610047689e-15
CAMK2N1	32.2126343495935	68.2908832694764	1.08406634458339	1.01313569262115e-10	1.16209871761142e-09
ITGA6	26.6591237127371	58.4371134099617	1.13225555606784	5.6102027334288e-08	3.64558353257075e-07
AC125603.1	9.75085230352303	4.05524559386973	-1.26573903799749	1.68505611270464e-08	1.23011925876662e-07
SST	110.71093299458	35.0766268199234	-1.65821577776231	0.000492533180403509	0.00132395416200906
LINC02489	14.4745735094851	5.73027745849298	-1.336843939418	9.93314699429385e-19	5.91532510560876e-17
AC005077.4	1.91478882113821	6.52545721583653	1.76889370129479	5.77417981334716e-21	5.0455885816228e-19
E2F7	1.41536178861789	3.80467867177522	1.42660373889175	8.66236797976776e-24	1.40766482936202e-21
MAGEA3	11.8241065718157	28.2216211366539	1.25506968534742	0.0006253517846679	0.00164015719209504
C22orf15	2.3732451897019	0.952770178799489	-1.31666099554549	0.00874553379982843	0.0166312431370534
SFTPB	10477.2221610434	4254.98802120051	-1.30002928853954	5.29837135422297e-17	2.22008143321887e-15
RPSAP52	0.331618495934959	1.653080651341	2.31756073315867	4.65034981667469e-14	1.08108199147268e-12
AC100826.1	1.74997052845528	0.584762579821201	-1.58140772730713	1.75916856236022e-08	1.27725186350237e-07
BAALC	9.46143502710027	3.60751232439336	-1.391054692009	7.84360645946458e-06	3.25364349069681e-05
SFTPC	1694.94795765583	463.731051213282	-1.86988073972813	2.14109559223618e-06	1.01310234703115e-05
DSCAM-AS1	44.3318705284553	10.6934650063857	-2.05161483083952	0.00698229676955631	0.0136586985918547
PSMD10P2	0.518634349593496	2.00760293742018	1.95268429670177	2.9401389527205e-26	1.11143644019254e-23
BUB1B	5.54125508130081	13.6774690293742	1.30351660350523	7.66207404297813e-30	1.2112345957577e-26
SHCBP1	4.06998719512195	8.92438148148148	1.13272792878894	8.80126540037197e-31	1.91306505058835e-27
