gene	lowMean	highMean	logFC	pValue	fdr
GPR1	0.570435230352303	1.43359412515964	1.32950163920366	9.94450294538186e-11	1.1421727986608e-09
CYP2A6	11.3547814363144	5.29566136653895	-1.10041716002686	6.11717860216396e-15	1.70467337681136e-13
DSC3	1.6862006097561	3.82776079182631	1.18272448829762	2.95060944517817e-06	1.34985918553547e-05
MYO3B	0.721882926829268	2.0505340357599	1.50616290190103	1.43991659507089e-06	7.06709276649385e-06
PAX7	9.68932804878049	3.10234291187739	-1.64303845787475	5.63448315951738e-09	4.50680900003899e-08
CTSV	3.54779430894309	11.0241577905492	1.63567416902208	4.99797541270582e-25	1.22408161199354e-22
MMP11	49.652464498645	139.2464848659	1.48770367590425	2.24716732887259e-14	5.55056714229623e-13
AC245041.1	1.2308656504065	4.77006673052363	1.95433614931627	1.22197600878274e-06	6.08677766162219e-06
TMED6	5.51285907859079	2.55813991060026	-1.1077055525708	1.54031453024551e-09	1.38064584363089e-08
SPRR2A	1.91602073170732	10.349469412516	2.4333717302967	0.00064528677825174	0.00168659128017729
SBSN	1.12459593495935	5.58357337164751	2.31178197551995	1.5906335613295e-12	2.66469431579563e-11
AC092868.1	3.11834159891599	10.9295740102171	1.80938628987514	0.000109309322335526	0.000344563237051298
KIF19	3.32678082655827	1.54203148148148	-1.10929460335843	0.00082958340928636	0.00210931801492623
CHIA	13.37905	4.56819699872286	-1.55027890696708	2.39100309836572e-13	4.76256046706547e-12
PDIA2	10.0094532520325	4.53589878671775	-1.14190281806635	0.024274755877531	0.040447846871827
LUCAT1	1.89893218157182	5.11905051085568	1.43068785978133	2.12472284215783e-12	3.50541388327981e-11
AIM2	10.6759594850949	27.2156607279694	1.3500713258806	1.32104908335687e-05	5.18198116636423e-05
CRTAC1	37.7131612466125	14.0453716475096	-1.42497328780148	2.00504820654664e-10	2.16020961980418e-09
MAGEA10	3.01944532520325	6.37847037037037	1.07892694128814	0.0274554348765996	0.0450016549221595
C1orf189	4.51542974254743	2.25603486590038	-1.00107393438884	0.00766572633255957	0.0148258608827581
CCNA2	13.5866344173442	31.9578669859515	1.23398299302452	1.90787419013789e-29	2.63231467931661e-26
C1orf87	1.86009911924119	0.838239399744572	-1.1499452612483	0.00850724772145228	0.0162082316893101
MAD2L1	7.99713238482385	16.759788633461	1.06744927893157	2.54504855068805e-28	2.01162951126884e-25
CTSH	196.914967750678	91.1293695402299	-1.11158478479663	1.06822026884685e-14	2.8272880144563e-13
UGT3A1	2.03928970189702	0.511204469987229	-1.99609438303392	0.00154731119857128	0.00363498979086139
SP6	3.3446102303523	7.25936673052363	1.11800560665673	1.11770677909674e-18	6.56614972355176e-17
SPINK5	30.921810704607	13.3263530012771	-1.21434278766177	0.000480609566498087	0.00129510611372001
ELAPOR1	58.2212888888889	26.5215872286079	-1.13437965932562	4.06920690992516e-15	1.18923426817964e-13
CD177	5.33332418699187	26.484475798212	2.31204002369602	0.0057884460657253	0.0115963238448888
COL25A1	6.40499762872629	2.62628397190294	-1.28617511766435	1.42044107184622e-09	1.27928754031841e-08
AC022613.1	2.62345569105691	5.7549156449553	1.13332635787604	1.88906563485595e-08	1.36529352969701e-07
BNIP3P40	1.61747730352304	0.724334738186462	-1.15901699651184	2.828923868927e-07	1.60130719911366e-06
PADI3	2.09830128726287	8.14519980842912	1.95672824568342	2.56206341674402e-06	1.18899708443453e-05
GP2	8.57392764227642	3.08130446998723	-1.47641499684363	0.00014766581799759	0.00045040680523983
KIF23	6.02312567750678	13.4947302043423	1.16381186639567	1.07577430238251e-30	2.07851548268105e-27
ULBP2	3.94176409214092	8.59676545338442	1.12495250948606	6.63491292293337e-12	9.81910645250114e-11
AL049767.1	4.52741924119241	1.13247107279693	-1.99921470767124	6.72871149128326e-05	0.000223848410411182
TICRR	1.39878746612466	3.05461730523627	1.12681487082197	7.77687646835859e-24	1.27577457460649e-21
MBL1P	4.05091537940379	1.71309559386973	-1.24164228982531	2.20542385030473e-15	6.87278052561809e-14
COL11A1	15.602291802168	39.0154153256705	1.32228629739629	1.16851845243269e-13	2.47194250235426e-12
SLC13A2	9.88562791327913	2.60660415070243	-1.9231610995838	5.55601683864648e-09	4.45840225229458e-08
BANCR	6.55061558265583	2.26433690932312	-1.53254185590103	5.92064060164243e-06	2.53079265911296e-05
RNASE1	2401.07290257453	1168.96695146871	-1.03844506486871	4.33699410707576e-16	1.54858296771952e-14
RPL26P30	7.32289884823848	3.54977311621967	-1.04468805022338	3.34612088961546e-06	1.51014318354213e-05
NFE4	2.02030033875339	10.3392777777778	2.35549372789698	8.4869561724537e-09	6.54745700456067e-08
TRIM29	6.56921036585366	20.2765233077905	1.62601843256603	1.55585534216823e-06	7.58048992573924e-06
FOSL1	8.96032825203252	39.0031716475096	2.1219679554098	1.91038778732833e-22	2.24457656985489e-20
COLCA1	9.55771971544715	3.98140114942529	-1.2633902217988	7.34072077475038e-18	3.64707981577527e-16
ADRA2A	20.1839885501355	9.96148524904214	-1.01877852496643	3.66007817692322e-11	4.62201157723441e-10
PI3	23.0679907859079	152.009340102171	2.72019571536675	0.0224258252149272	0.0377797592193731
CDC25C	3.03331233062331	6.36188933588761	1.06856122125355	2.4704480599598e-24	4.61920659297215e-22
VWA3A	3.2244466802168	1.36778659003831	-1.23720846301664	0.000143587704040946	0.000439528786812367
SNORA80B	8.05249464769648	2.26676187739464	-1.828802952294	0.00168786758053152	0.0039311986817389
CACNA2D2	42.1271020325203	13.1695493614304	-1.67754269483121	1.00012215747301e-22	1.25116001412217e-20
AL357093.2	2.12116192411924	0.933780523627075	-1.18369935382693	0.000418131610031749	0.00114376129728521
IL23A	5.40226944444444	11.1291678799489	1.04270822457946	1.08008710080172e-09	9.95844888432721e-09
SNORA63C	3.02527222222222	1.05092681992337	-1.5254027534587	0.0164124892181229	0.0287872478327556
CNGA3	7.20007161246612	3.49788646232439	-1.04152779410977	1.93020916365825e-09	1.6951720781239e-08
CAPN3	2.18882649051491	1.09123288633461	-1.00419856738769	5.13760736141877e-09	4.1591179891858e-08
SCARNA7	32.6909578590786	12.945546743295	-1.33643575188083	0.000634178808036826	0.00165955384393565
FGFBP1	13.5274661924119	40.7419710727969	1.59062414296815	3.78004903752296e-13	7.20737639402267e-12
F2RL2	1.79510724932249	4.06504201787995	1.1792002236904	0.00215305911793296	0.00487177939481427
SPP2	4.63176321138211	2.0752962962963	-1.15824417155252	0.00909470227582535	0.0172143004108335
GDA	0.843873848238482	2.35932733077905	1.48327634070011	0.000637819426013083	0.00166807670310445
FGF19	2.51338333333333	7.38860772669221	1.55567181222725	9.19725616812685e-05	0.000296004233773011
AC079949.2	0.781236111111111	2.72921340996169	1.80465466846106	3.67655231905656e-06	1.64053292984538e-05
APOBEC4	1.73545630081301	0.831989591315453	-1.06067765361346	0.019122561428903	0.032922992147247
RAET1G	0.874965718157182	1.92875121328225	1.14036866708243	0.000110820977480859	0.000348864429717262
PLA2G3	4.08187242547425	1.92632969348659	-1.08337645000816	1.5296014512911e-13	3.1778064081841e-12
HLA-V	1.07135745257453	2.15838314176245	1.01051107740652	3.95900526926452e-08	2.66317766449674e-07
SFTPA1	4737.38058245257	2349.36610363985	-1.01181802978301	7.28527736687127e-06	3.04747866568498e-05
NCCRP1	8.37030745257453	19.8145796934866	1.24320984423117	0.0118085430434458	0.0215782634491886
AKR1C1	153.865848102981	70.9737295019157	-1.11631602450632	0.000101696544734238	0.000323883006663675
HTR1D	1.66359159891599	6.4866349936143	1.96316895533459	2.53859911056098e-23	3.64823966392933e-21
AC027288.1	3.75138827913279	1.76367298850575	-1.08884150534607	7.54316637752633e-08	4.77669774722525e-07
MACROD2	9.76726659891599	4.08212720306513	-1.25863373695796	4.29669492191363e-05	0.000150030761090432
OGN	8.89020338753387	3.89848071519796	-1.1893044270977	0.000300965265392947	0.000853471135015974
SOX14	3.89890989159892	1.78299885057471	-1.12876503982108	6.07741448070606e-06	2.58829685047753e-05
PPP2R2C	2.74401592140921	6.39905670498084	1.22157039845748	8.61756406940476e-05	0.000279261921988942
MMP13	25.6847621273713	55.5338121966794	1.11245372255178	0.00257074962752675	0.00569389444313624
CPB1	2.26049756097561	0.320498275862069	-2.8182518601023	0.000163419340322123	0.00049283713299712
AC027288.3	2.90017445799458	1.19999010217114	-1.27311718101498	3.35101015448421e-06	1.51157925770779e-05
AL109615.3	3.03852398373984	7.24937171136654	1.25448528559663	1.78304911598323e-09	1.57949266825432e-08
HOXA1	1.63244166666667	3.78452407407407	1.21308044459465	6.99289667215171e-09	5.48737165758236e-08
IGKV2-29	68.2923846883469	25.5027560664112	-1.4210715453397	0.0110295779471578	0.0203429498221391
TK1	75.5093707317073	151.90570862069	1.00844848790348	1.73903351116337e-27	1.04276047329724e-24
LINC02057	0.664623170731707	1.49839636015326	1.17281080451826	5.27344825873568e-09	4.25324637157489e-08
C7	63.8231031842818	29.2249938058748	-1.12687603754578	3.45288860782301e-10	3.51741534864876e-09
PNPLA7	5.8008325203252	2.81446896551724	-1.04339722688489	4.997311702559e-18	2.57095423656208e-16
MTMR7	4.73518109756098	1.51980862068966	-1.63952993659938	5.4154149439575e-05	0.000184500218389838
WFDC5	19.9470234417344	0.858179118773946	-4.53875087090401	0.00969055521162804	0.018173148795274
CDH3	38.4971932249322	97.582900063857	1.34187509450186	1.91602401193439e-19	1.29641017679094e-17
EXO1	4.80207798102981	11.551564559387	1.26635752860359	7.97336516427323e-28	5.54595387366189e-25
BCAR3	8.0107870596206	16.9977826309068	1.08533065890001	6.38422067651698e-19	3.95071933608376e-17
NCAPG	5.71997466124661	13.7578058748404	1.26616974302832	8.81417180686835e-28	5.89498590575514e-25
HSPA6	13.4093040650407	32.6547633461047	1.28405908869605	2.74974722209093e-06	1.26999613399573e-05
MIR31HG	0.74842906504065	2.00216111111111	1.41962057905044	3.86369026860912e-07	2.12747657000773e-06
AC008268.1	13.547268902439	6.60991826309068	-1.03529770008199	3.24733161143193e-09	2.72265426187029e-08
PCSK2	80.1265127371274	6.27878339719029	-3.67372274034128	5.79625777896714e-11	7.05820213714703e-10
MYOSLID	1.1847412601626	3.19975389527458	1.4333889282028	2.2389011825283e-08	1.59101972468266e-07
LPL	64.8244138211382	27.4549620051086	-1.23947034073691	3.76592167659378e-15	1.10617587895759e-13
IGF2BP2	10.7974684281843	26.2130479565773	1.27959201657204	2.26770300227894e-16	8.70487582927781e-15
LBP	3.80103949864499	25.2403168582375	2.73126409932017	4.35092814875828e-05	0.000151771894842042
AC112777.1	0.978204539295393	2.13222975734355	1.12415483881313	1.21100237855631e-23	1.86355047439962e-21
SLC16A12	4.34131544715447	1.37909744572158	-1.65440785508417	0.000243734236384173	0.000706267061324744
AC005256.1	1.1585924796748	2.44079782886335	1.07497959598277	9.15140324348401e-07	4.67353160061508e-06
AGER	171.886130894309	72.3909471902937	-1.24757194341704	2.1219672678812e-05	7.93353877041199e-05
C15orf48	26.4845720867209	63.1413992337165	1.25343403250302	3.83461957739878e-14	9.03525742972729e-13
RGS20	1.01616117886179	3.1507088761175	1.63254720225046	1.53417613793635e-17	7.17144861897183e-16
AL033519.4	2.27135670731707	1.11329380587484	-1.02871991316659	3.85036919361971e-07	2.12148510481157e-06
MKI67	13.3413890921409	29.4209287356322	1.14093390280631	1.95599203253048e-26	7.55838787859389e-24
SGO1	1.91310691056911	4.08259393358876	1.09356858176704	1.52660505352432e-25	4.46699813302504e-23
CNMD	47.2476677506775	20.6648942528736	-1.19306113535363	6.74975180991267e-07	3.5320925134689e-06
AP003555.1	0.509705216802168	1.96018550446999	1.94325516762188	4.08188662984871e-06	1.80472734824407e-05
ADAMTS7P3	1.74678902439024	0.519100255427842	-1.75062026863172	6.83848804186197e-07	3.57637499428384e-06
SERPINA5	2.09281050135501	4.70952733077906	1.17014058662183	0.000106097133111865	0.000336125345828278
CKAP2L	3.90406219512195	8.38510600255428	1.10285298564267	5.82725467150289e-26	1.91188927325969e-23
AC003092.1	0.310841666666667	3.23537439335888	3.37968086129833	9.50725667209747e-06	3.86446204467281e-05
KIF2C	12.6905766260163	28.6381199233716	1.17417916069459	1.53194281552115e-26	6.65973840477432e-24
H19	56.5019993224932	182.948313346105	1.69506229182319	0.0107267051008615	0.0198517108342785
SNORA47	3.80802513550136	1.40680491698595	-1.43662071891335	0.00374245614994338	0.00791648650453027
AGTR2	13.4879518292683	4.47447075351213	-1.59188233532705	0.00463787240253729	0.00953964451677767
VEGFC	7.07255142276423	18.4618422733078	1.38424385780408	1.61332611031944e-11	2.19344235593e-10
MMP14	169.118168360434	338.917109578544	1.00290081358074	1.65356797365068e-25	4.71375303177241e-23
FIBCD1	1.36035894308943	3.95567420178799	1.53993623746196	1.49334973340122e-11	2.04471326882786e-10
RHOF	0.675314159891599	1.58199623243934	1.22811545083498	1.79281904233423e-19	1.21778634090429e-17
KRT16	6.81228678861789	35.6117538952746	2.38614241381004	3.07506081109639e-18	1.68682121274937e-16
SPRR1B	21.4734031842818	72.9882705619412	1.76511378416164	2.50807007794579e-06	1.16767953374563e-05
SPRR2D	5.22847750677507	17.6431033205619	1.75464153416807	0.000228874052696649	0.0006667600774572
DYNLRB2	4.30711077235772	2.00224846743295	-1.10509941260752	0.00119051913142705	0.00288658950362999
SYT12	6.55379363143631	13.487108045977	1.04117888307768	3.3330694326691e-14	7.92869279954624e-13
FGF12	1.06008685636856	2.57907624521073	1.28267194980535	0.0303798272468132	0.0491831063191933
IGF2BP3	2.9566852303523	7.61273735632184	1.36443464341693	1.92337457615077e-15	6.04802179108241e-14
CHIAP2	3.19457994579946	0.594635696040868	-2.42554826808952	1.70200241820873e-09	1.51541833334519e-08
DNAI2	3.36987696476965	1.29107247765006	-1.38412592684678	0.000138791671243326	0.000426404305874593
